"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"engine_model/j85_ge_13";"
Engine model: J85-GE-13";"J85-GE-13";"J85-GE-13";"J85-GE-13";"J85-GE-13";"J85-GE-13";"J85-GE-13";"J85-GE-13";"J85-GE-13";"J85-GE-13";"J85-GE-13";"J85-GE-13";"J85-GE-13";"J85-GE-13";"J85-GE-13";"J85-GE-13";"J85-GE-13";"J85-GE-13";"J85-GE-13";"J85-GE-13";;
"engine_model/al_21f_3";"
Engine model: AL-21F-3";"AL-21F-3";"AL-21F-3";"AL-21F-3";"AL-21F-3";"АЛ-21Ф-3";"AL-21F-3";"AL-21F-3";"AL-21F-3";"AL-21F-3";"AL-21F-3";"AL-21F-3";"АЛ-21Ф-3";"AL-21F-3";"AL-21F-3";"AL-21F-3";"АЛ-21Ф-3";"AL-21F-3";"AL-21F-3";"AL-21F-3";;
"engine_model/tr_1";"
Engine model: TR-1";"TR-1";"TR-1";"TR-1";"TR-1";"ТР-1";"TR-1";"TR-1";"TR-1";"TR-1";"TR-1";"TR-1";"ТР-1";"TR-1";"TR-1";"TR-1";"ТР-1";"TR-1";"TR-1";"TR-1";;
"engine_model/atar_9c";"
Engine model: Atar 9C";"Atar 9C";"Atar 9C";"Atar 9C";"Atar 9C";"Atar 9C";"Atar 9C";"Atar 9C";"Atar 9C";"阿\t塔 9C";"Atar 9C";"Atar 9C";"Atar 9C";"Atar 9C";"Atar 9C";"아타 9C";"Atar 9C";"Atar 9C";"阿\t塔\t爾 9C";"Atar 9C";;
"engine_model/nene-102";"
Engine model: Nene-102";"Nene-102";"Nene-102";"Nene-102";"Nene-102";"Nene-102";"Nene-102";"Nene-102";"Nene-102";"尼\t恩\t-102";"Nene-102";"Nene-102";"Nene-102";"Nene-102";"Nene Mk. 102";"넨-102";"Nene-102";"Nene-102";"尼\t恩 102";"Nene-102";;
"engine_model/j57_p_16";"
Engine model: J57-P-16";"J57-P-16";"J57-P-16";"J57-P-16";"J57-P-16";"J57-P-16";"J57-P-16";"J57-P-16";"J57-P-16";"J57-P-16";"J57-P-16";"J57-P-16";"J57-P-16";"J57-P-16";"J57-P-16";"J57-P-16";"J57-P-16";"J57-P-16";"J57-P-16";"J57-P-16";;
"engine_model/merlin_225";"
Engine model: Merlin Mk. 225";"Merlin 225";"Merlin 225";"Merlin 225";"Merlin 225";"Merlin 225";"Merlin 225";"Merlin 225";"Merlin 225";"灰\t背\t隼\t-225";"マーリン 225";"Merlin 225";"Merlin 225";"Merlin 225";"Merlin 225";"멀린 225";"Merlin 225";"Merlin 225";"梅\t林 225";"Merlin 225";;
"engine_model/j79_mtu_17a";"
Engine model: J79-MTU-17A";"J79-MTU-17A";"J79-MTU-17A";"J79-MTU-17A";"J79-MTU-17A";"J79-MTU-17A";"J79-MTU-17A";"J79-MTU-17A";"J79-MTU-17A";"J79-MTU-17A";"J79-MTU-17A";"J79-MTU-17A";"J79-MTU-17A";"J79-MTU-17A";"J79-MTU-17A";"J79-MTU-17A";"J79-MTU-17A";"J79-MTU-17A";"J79-MTU-17A";"J79-MTU-17A";;
"engine_model/j79_mtu_j1k";"
Engine model: J79-MTU-J1K";"J79-MTU-J1K";"J79-MTU-J1K";"J79-MTU-J1K";"J79-MTU-J1K";"J79-MTU-J1K";"J79-MTU-J1K";"J79-MTU-J1K";"J79-MTU-J1K";"J79-MTU-J1K";"J79-MTU-J1K";"J79-MTU-J1K";"J79-MTU-J1K";"J79-MTU-J1K";"J79-MTU-J1K";"J79-MTU-J1K";"J79-MTU-J1K";"J79-MTU-J1K";"J79-MTU-J1K";"J79-MTU-J1K";;
"engine_model/willy_willy_9";"
Engine model: Willy-Willy-9";"Willy-Willy-9";"Willy-Willy-9";"Willy-Willy-9";"Willy-Willy-9";"Willy-Willy-9";"Willy-Willy-9";"Willy-Willy-9";"Willy-Willy-9";"尘\t卷\t风\t-9";"Willy-Willy-9";"Willy-Willy-9";"Willy-Willy-9";"Willy-Willy-9";"Willy-Willy-9";"윌리-윌리-9";"Willy-Willy-9";"Willy-Willy-9";"塵\t捲\t風 -9";"Willy-Willy-9";;
"engine_model/willy_willy_mini_9";"
Engine model: Willy-Willy-9-mini";"Willy-Willy-9-mini";"Willy-Willy-9-mini";"Willy-Willy-9-mini";"Willy-Willy-9-mini";"Willy-Willy-9-mini";"Willy-Willy-9-mini";"Willy-Willy-9-mini";"Willy-Willy-9-mini";"尘\t卷\t风\t-9 迷\t你\t型";"Willy-Willy-9-mini";"Willy-Willy-9-mini";"Willy-Willy-9-mini";"Willy-Willy-9-mini";"Willy-Willy-9-mini";"윌리-윌리-9-미니";"Willy-Willy-9-mini";"Willy-Willy-9-mini";"塵\t捲\t風 -9 迷\t你\t型";"Willy-Willy-9-mini";;
"engine_model/power_pull_2000";"
Engine model: PowerPull-2000";"PowerPull-2000";"PowerPull-2000";"PowerPull-2000";"PowerPull-2000";"PowerPull-2000";"PowerPull-2000";"PowerPull-2000";"PowerPull-2000";"强\t劲\t推\t力\t-2000";"PowerPull-2000";"PowerPull-2000";"PowerPull-2000";"PowerPull-2000";"PowerPull-2000";"파워풀-2000";"PowerPull-2000";"PowerPull-2000";"超\t能\t拉\t力\t器\t-2000";"PowerPull-2000";;
"engine_model/zx-785-se";"
Engine model: ZX-785-se";"ZW-785-se";"ZX-785-se";"ZX-785-se";"ZX-785-se";"ZX-785-se";"ZX-785-se";"ZX-785-se";"ZX-785-se";"ZX-785-se";"ZX-785-se";"ZX-785-se";"ZX-785-se";"ZX-785-se";"ZX-785-se";"ZX-785-se";"ZX-785-se";"ZX-785-se";"ZX-785-se";"ZX-785-se";;
"engine_model/big_boss";"
Engine model: Big Boss";"Big Boss";"Big Boss";"Big Boss";"Big Boss";"Большой Босс";"Big Boss";"Big Boss";"Big Boss";"大\t老\t板";"Big Boss";"Big Boss";"Великий бос";"Big Boss";"Big Boss";"빅 보스";"Большой Босс";"Big Boss";"Big Boss";"Big Boss";;
"engine_model/dragon_6";"
Engine model: Dragon-6";"Dragon-6";"Dragon-6";"Dragon-6";"Dragon-6";"Dragon-6";"Dragon-6";"Dragon-6";"Dragon-6";"龙\t-6";"Dragon-6";"Dragon-6";"Dragon-6";"Dragon-6";"Dragon 6";"드래곤-6";"Dragon-6";"Dragon-6";"龍 6\t號";"Dragon-6";;
"engine_model/little_pony";"
Engine model: Little Pony";"Little Pony";"Little Pony";"Little Pony";"Little Pony";"Маленький Пони";"Mały Kucyk";"Little Pony";"Little Pony";"彩\t虹\t小\t马";"Little Pony";"Little Pony";"Маленький Поні";"Little Pony";"Little Pony";"리틀 포니";"Маленький Пони";"Little Pony";"彩\t虹\t小\t馬";"Little Pony";;
"engine_model/zzzzoom";"
Engine model: Zzzzoom-Boom";"Zzzzoom-Boom";"Zzzzoom-Boom";"Zzzzoom-Boom";"Zzzzoom-Boom";"Zzzzoom-Boom";"Zzzzoom-Boom";"Zzzzoom-Boom";"Zzzzoom-Boom";"飞\t去\t来";"Zzzzoom-Boom";"Zzzzoom-Boom";"Zzzzoom-Boom";"Zzzzoom-Boom";"Zzzzoom-Boom";"쌔애애앵-콰쾅";"Zzzzoom-Boom";"Zzzzoom-Boom";"飛\t去\t來";"Zzzzoom-Boom";;
"engine_model/big_pony";"
Engine model: Big Pony";"Grand Poney ";"Big Pony";"Big Pony";"Big Pony";"Большой Пони";"Wielki Kuc";"Big Pony";"Big Pony";"彩\t虹\t大\t马";"Big Pony";"Big Pony";"Великий Поні";"Big Pony";"Big Pony";"빅 포니";"Большой Пони";"Big Pony";"彩\t虹\t大\t馬";"Big Pony";;
"engine_model/al_61f";"
Engine model: AL-61F";"AL-61F";"AL-61F";"AL-61F";"AL-61F";"АЛ-61Ф";"AL-61F";"AL-61F";"AL-61F";"AL-61F";"AL-61F";"AL-61F";"АЛ-61Ф";"AL-61F";"AL-61F";"AL-61F";"АЛ-61Ф";"AL-61F";"AL-61F";"AL-61F";;
"engine_model/centaurus-59";"
Engine model: Centaurus Mk. 59";"Centaurus 59";"Centaurus 59";"Centaurus 59";"Centaurus 59";"Centaurus 59";"Centaurus 59";"Centaurus 59";"Centaurus 59";"半\t人\t马\t座 59";"Centaurus 59";"Centaurus 59";"Centaurus 59";"Centaurus 59";"Centaurus 59";"센타우러스 59";"Centaurus 59";"Centaurus 59";"半\t人\t馬\t座 59";"Centaurus 59";;
"engine_model/avon_208";"
Engine model: Avon Mk. 208";"Avon Mk. 208";"Avon Mk. 208";"Avon Mk. 208";"Avon Mk. 208";"Avon Mk. 208";"Avon Mk. 208";"Avon Mk. 208";"Avon Mk. 208";"埃\t汶 Mk. 208";"エイヴォン Mk. 208";"Avon Mk. 208";"Avon Mk. 208";"Avon Mk. 208";"Avon Mk. 208";"에이본 Mk. 208";"Avon Mk. 208";"Avon Mk. 208";"埃\t汶 Mk. 208";"Avon Mk. 208";;
"engine_model/r-11af-300";"
Engine model: R-11AF-300";"R-11AF-300";"R-11AF-300";"R-11AF-300";"R-11AF-300";"Р-11АФ-300";"R-11AF-300";"R-11AF-300";"R-11AF-300";"R-11AF-300";"R-11AF-300";"R-11AF-300";"Р-11АФ-300";"R-11AF-300";"R-11AF-300";"R-11AF-300";"Р-11АФ-300";"R-11AF-300";"R-11AF-300";"R-11AF-300";;
"engine_model/verdon_350";"
Engine model: Verdon-350";"Verdon-350";"Verdon-350";"Verdon-350";"Verdon-350";"Verdon-350";"Verdon-350";"Verdon-350";"Verdon-350";"韦\t尔\t东 350";"Verdon-350";"Verdon-350";"Verdon-350";"Verdon-350";"Verdon 350";"베흐동-350";"Verdon-350";"Verdon-350";"韋\t爾\t東 350";"Verdon-350";;
"engine_model/r-29-300";"
Engine model: R-29-300";"R-29-300";"R-29-300";"R-29-300";"R-29-300";"Р-29-300";"R-29-300";"R-29-300";"R-29-300";"R-29-300";"R-29-300";"R-29-300";"Р-29-300";"R-29-300";"R-29-300";"R-29-300";"Р-29-300";"R-29-300";"R-29-300";"R-29-300";;
"engine_model/wp-7f";"
Engine model: WP-7F";"WP-7F";"WP-7F";"WP-7F";"WP-7F";"WP-7F";"WP-7F";"WP-7F";"WP-7F";"涡\t喷\t-7F";"WP-7F";"WP-7F";"WP-7F";"WP-7F";"WP-7F";"WP-7F";"WP-7F";"WP-7F";"渦\t噴\t-7F\t（WP-7F）";"WP-7F";;
"engine_model/j85_ge_21a";"
Engine model: J85-GE-21A";"J85-GE-21A";"J85-GE-21A";"J85-GE-21A";"J85-GE-21A";"J85-GE-21A";"J85-GE-21A";"J85-GE-21A";"J85-GE-21A";"J85-GE-21A";"J85-GE-21A";"J85-GE-21A";"J85-GE-21A";"J85-GE-21A";"J85-GE-21A";"J85-GE-21A";"J85-GE-21A";"J85-GE-21A";"J85-GE-21A";"J85-GE-21A";;
"engine_model/derwent-9";"
Engine model: Derwent Mk. 9";"Derwent Mk. 9";"Derwent 9";"Derwent 9";"Derwent 9";"Derwent 9";"Derwent 9";"Derwent 9";"Derwent 9";"德\t温\t特 9";"Derwent 9";"Derwent 9";"Derwent 9";"Derwent 9";"Derwent 9";"더웬트 9";"Derwent 9";"Derwent 9";"“德\t溫\t特”\t9";"Derwent 9";;
"engine_model/wp-13f";"
Engine model: WP-13F";"WP-13F";"WP-13F";"WP-13F";"WP-13F";"WP-13F";"WP-13F";"WP-13F";"WP-13F";"涡\t喷\t-13F";"WP-13F";"WP-13F";"WP-13F";"WP-13F";"WP-13F";"WP-13F";"WP-13F";"WP-13F";"渦\t噴\t-13F\t（WP-13F）";"WP-13F";;
"engine_model/sc3-g";"
Engine model: SC3-G";"SC3-G";"SC3-G";"SC3-G";"SC3-G";"SC3-G";"SC3-G";"SC3-G";"SC3-G";"SC3-G";"SC3-G";"SC3-G";"SC3-G";"SC3-G";"SC3-G";"SC3-G";"SC3-G";"SC3-G";"SC3-G";"SC3-G";;
"engine_model/sakae_31a";"
Engine model: Sakae 31a";"Sakae 31a";"Sakae 31a";"Sakae 31a";"Sakae 31a";"Сакае 31а";"Sakae 31a";"Sakae 31a";"Sakae 31a";"荣\t三\t一\t型\t甲";"Sakae 31a";"Sakae 31a";"Сакае 31а";"Sakae 31a";"Sakae 31a";"사카에 31a";"Сакае 31а";"Sakae 31a";"榮\t三\t一\t型\t甲";"Sakae 31a";;
"engine_model/gyron_junior_dgj_2";"
Engine model: Gyron Junior DGJ.2 (Mk. 101)";"Gyron Junior DGJ.2 (Mk. 101)";"Gyron Junior DGJ.2 (Mk. 101)";"Gyron Junior DGJ.2 (Mk. 101)";"Gyron Junior DGJ.2 (Mk. 101)";"Gyron Junior DGJ.2 (Mk. 101)";"Gyron Junior DGJ.2 (Mk. 101)";"Gyron Junior DGJ.2 (Mk. 101)";"Gyron Junior DGJ.2 (Mk. 101)";"小\t三\t角\t徽 DGJ.2 (Mk. 101)";"Gyron Junior DGJ.2 (Mk. 101)";"Gyron Junior DGJ.2 (Mk. 101)";"Gyron Junior DGJ.2 (Mk. 101)";"Gyron Junior DGJ.2 (Mk. 101)";"Gyron Junior DGJ.2 (Mk. 101)";"자이론 주니어 DGJ.2 (Mk. 101)";"Gyron Junior DGJ.2 (Mk. 101)";"Gyron Junior DGJ.2 (Mk. 101)";"“小\t三\t角\t徽”\tDGJ.2 (Mk. 101)";"Gyron Junior DGJ.2 (Mk. 101)";;
"engine_model/mk4b";"
Engine model: MK4B";"MK4B";"MK4B";"MK4B";"MK4B";"MK4B";"MK4B";"MK4B";"MK4B";"MK4B";"MK4B";"MK4B";"MK4B";"MK4B";"MK4B";"MK4B";"MK4B";"MK4B";"MK4B";"MK4B";;
"engine_model/jumo_211n";"
Engine model: Jumo 211N";"Jumo 211N";"Jumo 211N";"Jumo 211N";"Jumo 211N";"Jumo 211N";"Jumo 211N";"Jumo 211N";"Jumo 211N";"Jumo 211N";"Jumo 211N";"Jumo 211N";"Jumo 211N";"Jumo 211N";"Jumo 211N";"유모 211N";"Jumo 211N";"Jumo 211N";"Jumo 211N";"Jumo 211N";;
"engine_model/128_rc_18";"
Engine model: 128 RC.18";"128 RC.18";"128 RC.18";"128 RC.18";"128 RC.18";"128 RC.18";"128 RC.18";"128 RC.18";"128 RC.18";"128 RC.18";"128 RC.18";"128 RC.18";"128 RC.18";"128 RC.18";"128 RC.18";"128 RC.18";"128 RC.18";"128 RC.18";"128 RC.18";"128 RC.18";;
"engine_model/sgr_1820_f_3";"
Engine model: SGR-1820-F3 Cyclone";"SGR-1820 F-3";"SGR-1820 F-3";"SGR-1820 F-3";"SGR-1820 F-3";"SGR-1820 F-3";"SGR-1820 F-3";"SGR-1820 F-3";"SGR-1820 F-3";"SGR-1820-F3";"SGR-1820 F-3";"SGR-1820 F-3";"SGR-1820 F-3";"SGR-1820 F-3";"SGR-1820 F-3";"SGR-1820 F-3";"SGR-1820 F-3";"SGR-1820 F-3";"SGR-1820 F-3";"SGR-1820 F-3";;
"engine_model/r-29b-300";"
Engine model: R-29B-300";"R-29B-300";"R-29B-300";"R-29B-300";"R-29B-300";"Р-29Б-300";"R-29B-300";"R-29B-300";"R-29B-300";"R-29B-300";"R-29B-300";"R-29B-300";"Р-29Б-300";"R-29B-300";"R-29B-300";"R-29B-300";"Р-29Б-300";"R-29B-300";"R-29B-300";"R-29B-300";;
"engine_model/rm8a";"
Engine model: RM8A";"RM8A";"RM8A";"RM8A";"RM8A";"RM8A";"RM8A";"RM8A";"RM8A";"RM8A";"RM8A";"RM8A";"RM8A";"RM8A";"RM8A";"RM8A";"RM8A";"RM8A";"RM8A";"RM8A";;
"engine_model/rm8b";"
Engine model: RM8B";"RM8B";"RM8B";"RM8B";"RM8B";"RM8B";"RM8B";"RM8B";"RM8B";"RM8B";"RM8B";"RM8B";"RM8B";"RM8B";"RM8B";"RM8B";"RM8B";"RM8B";"RM8B";"RM8B";;
"engine_model/rm6b";"
Engine model: RM6B";"RM6B";"RM6B";"RM6B";"RM6B";"RM6B";"RM6B";"RM6B";"RM6B";"RM6B";"RM6B";"RM6B";"RM6B";"RM6B";"RM6B";"RM6B";"RM6B";"RM6B";"RM6B";"RM6B";;
"engine_model/jumo_205d";"
Engine model: Jumo 205D";"Jumo 205D";"Jumo 205D";"Jumo 205D";"Jumo 205D";"Jumo 205D";"Jumo 205D";"Jumo 205D";"Jumo 205D";"Jumo 205D";"Jumo 205D";"Jumo 205D";"Jumo 205D";"Jumo 205D";"Jumo 205D";"유모-205D";"Jumo 205D";"Jumo 205D";"Jumo 205D";"Jumo 205D";;
"engine_model/m_43v";"
Engine model: M-43V";"M-43V";"M-43V";"M-43V";"M-43V";"М-43В";"M-43W";"M-43V";"M-43V";"M-43V";"M-43V";"M-43V";"М-43В";"M-43V";"M-43V";"M-43V";"М-43В";"M-43V";"M-43V";"M-43V";;
"engine_model/griffon-57a";"
Engine model: Griffon Mk. 57A";"Griffon 57A";"Griffon 57A";"Griffon 57A";"Griffon 57A";"Griffon 57A";"Griffon 57A";"Griffon 57A";"Griffon 57A";"兀\t鹫\t-57A";"Griffon 57A";"Griffon 57A";"Griffon 57A";"Griffon 57A";"Griffon 57A";"그리폰 57A";"Griffon 57A";"Griffon 57A";"格\t里\t芬 57A";"Griffon 57A";;
"engine_model/j57_p_20a";"
Engine model: J57-P-20A";"J57-P-20A";"J57-P-20A";"J57-P-20A";"J57-P-20A";"J57-P-20A";"J57-P-20A";"J57-P-20A";"J57-P-20A";"J57-P-20A";"J57-P-20A";"J57-P-20A";"J57-P-20A";"J57-P-20A";"J57-P-20A";"J57-P-20A";"J57-P-20A";"J57-P-20A";"J57-P-20A";"J57-P-20A";;
"engine_model/j57_p_20";"
Engine model: J57-P-20";"J57-P-20";"J57-P-20";"J57-P-20";"J57-P-20";"J57-P-20";"J57-P-20";"J57-P-20";"J57-P-20";"J57-P-20";"J57-P-20";"J57-P-20";"J57-P-20";"J57-P-20";"J57-P-20";"J57-P-20";"J57-P-20";"J57-P-20";"J57-P-20";"J57-P-20";;
"engine_model/vk-2500p";"
Engine model: VK-2500P";"VK-2500P";"VK-2500P";"VK-2500P";"VK-2500P";"ВК-2500П";"WK-2500P";"VK-2500P";"VK-2500P";"VK-2500P";"VK-2500P";"VK-2500P";"ВК-2500П";"VK-2500P";"VK-2500P";"VK-2500P";"ВК-2500П";"VK-2500P";"VK-2500P";"VK-2500P";;
"engine_model/r-35-300";"
Engine model: R-35-300";"R-35-300";"R-35-300";"R-35-300";"R-35-300";"Р-35-300";"R-35-300";"R-35-300";"R-35-300";"R-35-300";"R-35-300";"R-35-300";"Р-35-300";"R-35-300";"R-35-300";"R-35-300";"Р-35-300";"R-35-300";"R-35-300";"R-35-300";;
"engine_model/gr_2600-a5b";"
Engine model: GR-2600-A5B";"GR-2600-A5B";"GR-2600-A5B";"GR-2600-A5B";"GR-2600-A5B";"GR-2600-A5B";"GR-2600-A5B";"GR-2600-A5B";"GR-2600-A5B";"GR-2600-A5B";"GR-2600-A5B";"GR-2600-A5B";"GR-2600-A5B";"GR-2600-A5B";"GR-2600-A5B";"GR-2600-A5B";"GR-2600-A5B";"GR-2600-A5B";"GR-2600-A5B";"GR-2600-A5B";;
"engine_model/adour_mk104";"
Engine model: Adour Mk. 104";"Adour Mk. 104";"Adour Mk. 104";"Adour Mk. 104";"Adour Mk. 104";"Adour Mk. 104";"Adour Mk. 104";"Adour Mk. 104";"Adour Mk. 104";"阿\t杜\t尔 Mk. 104";"Adour Mk. 104";"Adour Mk. 104";"Adour Mk. 104";"Adour Mk. 104";"Adour Mk. 104";"아두르 Mk. 104";"Adour Mk. 104";"Adour Mk. 104";"阿\t杜\t爾 Mk. 104";"Adour Mk. 104";;
"engine_model/merlin-55m";"
Engine model: Merlin Mk. 55M";"Merlin-55M";"Merlin-55M";"Merlin-55M";"Merlin-55M";"Merlin-55M";"Merlin-55M";"Merlin-55M";"Merlin-55M";"灰\t背\t隼\t-55M";"Merlin-55M";"Merlin-55M";"Merlin-55M";"Merlin-55M";"Merlin-55M";"멀린-55M";"Merlin-55M";"Merlin-55M";"“灰\t背\t隼”\t55M";"Merlin-55M";;
"engine_model/r-29bs-300";"
Engine model: R-29BS-300";"R-29BS-300";"R-29BS-300";"R-29BS-300";"R-29BS-300";"Р-29БС-300";"R-29BS-300";"R-29BS-300";"R-29BS-300";"R-29BS-300";"R-29BS-300";"R-29BS-300";"Р-29БС-300";"R-29BS-300";"R-29BS-300";"R-29BS-300";"Р-29БС-300";"R-29BS-300";"R-29BS-300";"R-29BS-300";;
"engine_model/tf34_ge_100a";"
Engine model: TF34-GE-100A";"TF34-GE-100A";"TF34-GE-100A";"TF34-GE-100A";"TF34-GE-100A";"TF34-GE-100A";"TF34-GE-100A";"TF34-GE-100A";"TF34-GE-100A";"TF34-GE-100A";"TF34-GE-100A";"TF34-GE-100A";"TF34-GE-100A";"TF34-GE-100A";"TF34-GE-100A";"TF34-GE-100A";"TF34-GE-100A";"TF34-GE-100A";"TF34-GE-100A";"TF34-GE-100A";;
"engine_model/tf34_ge_100";"
Engine model: TF34-GE-100";"TF34-GE-100";"TF34-GE-100";"TF34-GE-100";"TF34-GE-100";"TF34-GE-100";"TF34-GE-100";"TF34-GE-100";"TF34-GE-100";"TF34-GE-100";"TF34-GE-100";"TF34-GE-100";"TF34-GE-100";"TF34-GE-100";"TF34-GE-100";"TF34-GE-100";"TF34-GE-100";"TF34-GE-100";"TF34-GE-100";"TF34-GE-100";;
"engine_model/j75-p-19w";"
Engine model: J75-P-19W";"J75-P-19W";"J75-P-19W";"J75-P-19W";"J75-P-19W";"J75-P-19W";"J75-P-19W";"J75-P-19W";"J75-P-19W";"J75-P-19W";"J75-P-19W";"J75-P-19W";"J75-P-19W";"J75-P-19W";"J75-P-19W";"J75-P-19W";"J75-P-19W";"J75-P-19W";"J75-P-19W";"J75-P-19W";;
"engine_model/j79_ge_j1e";"
Engine model: J79-GE-J1E";"J79-GE-J1E";"J79-GE-J1E";"J79-GE-J1E";"J79-GE-J1E";"J79-GE-J1E";"J79-GE-J1E";"J79-GE-J1E";"J79-GE-J1E";"J79-GE-J1E";"J79-GE-J1E";"J79-GE-J1E";"J79-GE-J1E";"J79-GE-J1E";"J79-GE-J1E";"J79-GE-J1E";"J79-GE-J1E";"J79-GE-J1E";"J79-GE-J1E";"J79-GE-J1E";;
"engine_model/j79_ge_10";"
Engine model: J79-GE-10";"J79-GE-10";"J79-GE-10";"J79-GE-10";"J79-GE-10";"J79-GE-10";"J79-GE-10";"J79-GE-10";"J79-GE-10";"J79-GE-10";"J79-GE-10";"J79-GE-10";"J79-GE-10";"J79-GE-10";"J79-GE-10";"J79-GE-10";"J79-GE-10";"J79-GE-10";"J79-GE-10";"J79-GE-10";;
"engine_model/j79_ge_10b";"
Engine model: J79-GE-10B";"J79-GE-10B";"J79-GE-10B";"J79-GE-10B";"J79-GE-10B";"J79-GE-10B";"J79-GE-10B";"J79-GE-10B";"J79-GE-10B";"J79-GE-10B";"J79-GE-10B";"J79-GE-10B";"J79-GE-10B";"J79-GE-10B";"J79-GE-10B";"J79-GE-10B";"J79-GE-10B";"J79-GE-10B";"J79-GE-10B";"J79-GE-10B";"J79-GE-10B";;
"engine_model/wp-13a-ii";"
Engine model: WP-13A-II";"WP-13A-II";"WP-13A-II";"WP-13A-II";"WP-13A-II";"WP-13A-II";"WP-13A-II";"WP-13A-II";"WP-13A-II";"涡\t喷\t-13A-II";"WP-13A-II";"WP-13A-II";"WP-13A-II";"WP-13A-II";"WP-13A-II";"WP-13A-II";"WP-13A-II";"WP-13A-II";"渦\t噴\t-13A-II";"WP-13A-II";;
"engine_model/atar_9k_50";"
Engine model: Atar 9K-50";"Atar 9K-50";"Atar 9K-50";"Atar 9K-50";"Atar 9K-50";"Atar 9K-50";"Atar 9K-50";"Atar 9K-50";"Atar 9K-50";"阿\t塔 9K-50";"Atar 9K-50";"Atar 9K-50";"Atar 9K-50";"Atar 9K-50";"Atar 9K-50";"Atar 9K-50";"Atar 9K-50";"Atar 9K-50";"阿\t塔\t爾 9K-50 ";"Atar 9K-50";;
"engine_model/tf30_p_412a";"
Engine model: TF30-P-412A";"TF30-P-412A";"TF30-P-412A";"TF30-P-412A";"TF30-P-412A";"TF30-P-412A";"TF30-P-412A";"TF30-P-412A";"TF30-P-412A";"TF30-P-412A";"TF30-P-412A";"TF30-P-412A";"TF30-P-412A";"TF30-P-412A";"TF30-P-412A";"TF30-P-412A";"TF30-P-412A";"TF30-P-412A";"TF30-P-412A";"TF30-P-412A";;
"engine_model/RSr_2_Soar";"
Engine model: RSr.2 Soar";"RSr.2 Soar";"RSr.2 Soar";"RSr.2 Soar";"RSr.2 Soar";"RSr.2 Soar";"RSr.2 Soar";"RSr.2 Soar";"RSr.2 Soar";"RSr.2 索\t尔";"RSr.2 Soar";"RSr.2 Soar";"RSr.2 Soar";"RSr.2 Soar";"RSr.2 Soar";"RSr.2 Soar";"RSr.2 Soar";"RSr.2 Soar";"RSr.2\t“索\t爾”";"RSr.2 Soar";;
"engine_model/wz-8c";"
Engine model: WZ-8C";"WZ-8C";"WZ-8C";"WZ-8C";"WZ-8C";"WZ-8C";"WZ-8C";"WZ-8C";"WZ-8C";"涡\t轴\t-8C";"WZ-8C";"WZ-8C";"WZ-8C";"WZ-8C";"WZ-8C";"WZ-8C";"WZ-8C";"WZ-8C";"渦\t軸\t-8C\t（WZ-8C）";"WZ-8C";;
"engine_model/r-95sh";"
Engine model: R-95SH";"R-95SH";"R-95SH";"R-95SH";"R-95SH";"Р-95Ш";"R-95SH";"R-95SH";"R-95SH";"R-95SH";"R-95SH";"R-95SH";"Р-95Ш";"R-95SH";"R-95SH";"R-95SH";"Р-95Ш";"R-95SH";"R-95SH";"R-95SH";;
"engine_model/r-195";"
Engine model: R-195";"R-195";"R-195";"R-195";"R-195";"Р-195";"R-195";"R-195";"R-195";"R-195";"R-195";"R-195";"Р-195";"R-195";"R-195";"R-195";"Р-195";"R-195";"R-195";"R-195";;
"engine_model/mercury_viia";"
Engine model: Mercury Mk. VIIIA/AS";"Mercury VIIIA/AS";"Mercury VIIIA/AS";"Mercury VIIIA/AS";"Mercury VIIIA/AS";"Mercury VIIIA/AS";"Mercury VIIIA/AS";"Mercury VIIIA/AS";"Mercury VIIIA/AS";"水\t星 VIIIA/AS";"Mercury VIIIA/AS";"Mercury VIIIA/AS";"Mercury VIIIA/AS";"Mercury VIIIA/AS";"Mercury VIIIA/AS";"머큐리 VIIIA/AS";"Mercury VIIIA/AS";"Mercury VIIIA/AS";"水\t星 VIIIA/AS";"Mercury VIIIA/AS";;
"engine_model/wz-8a";"
Engine model: WZ-8A";"WZ-8A";"WZ-8A";"WZ-8A";"WZ-8A";"WZ-8A";"WZ-8A";"WZ-8A";"WZ-8A";"涡\t轴\t-8A";"WZ-8A";"WZ-8A";"WZ-8A";"WZ-8A";"WZ-8A";"WZ-8A";"WZ-8A";"WZ-8A";"渦\t軸\t-8A";"WZ-8A";;
"engine_model/wz-8d";"
Engine model: WZ-8D";"WZ-8D";"WZ-8D";"WZ-8D";"WZ-8D";"WZ-8D";"WZ-8D";"WZ-8D";"WZ-8D";"涡\t轴\t-8D";"WZ-8D";"WZ-8D";"WZ-8D";"WZ-8D";"WZ-8D";"WZ-8D";"WZ-8D";"WZ-8D";"渦\t軸\t-8D";"WZ-8D";;
